date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-11-21,0.007836919174803787,0.006330580757127552,-0.0015063384176762357,7836.919174803787,6330.580757127552,-1506.3384176762356,0.0,1.0063305807571274
