trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-09-24,1617.T,entry,buy,3.7387836490528414,40120.0,150000.0,10.0,150.0
2025-09-24,1617.T,exit,sell,3.7387836490528414,40060.0,149775.67298105682,10.0,149.77567298105683
2025-09-24,1621.T,entry,buy,5.643340857787811,26580.0,150000.0,10.0,150.0
2025-09-24,1621.T,exit,sell,5.643340857787811,26620.0,150225.73363431153,10.0,150.22573363431152
2025-09-24,1627.T,entry,buy,15.006002400960384,9996.0,150000.0,10.0,150.0
2025-09-24,1627.T,exit,sell,15.006002400960384,10015.0,150285.11404561825,10.0,150.28511404561823
2025-09-24,1630.T,entry,buy,4.3478260869565215,34500.0,150000.0,10.0,150.0
2025-09-24,1630.T,exit,sell,4.3478260869565215,34750.0,151086.95652173914,10.0,151.08695652173913
2025-09-24,1633.T,entry,buy,3.190810465858328,47010.0,150000.0,10.0,150.0
2025-09-24,1633.T,exit,sell,3.190810465858328,47290.0,150893.42693044033,10.0,150.89342693044034
