trade_date,ticker,target_weight,target_notional_jpy,side,entry_price,exit_price,expected_oc_return
2025-09-24,1617.T,0.15,150000.0,long,40120.0,40060.0,-0.0014955134596211783
2025-09-24,1621.T,0.15,150000.0,long,26580.0,26620.0,0.0015048908954100604
2025-09-24,1627.T,0.15,150000.0,long,9996.0,10015.0,0.0019007603041216736
2025-09-24,1630.T,0.15,150000.0,long,34500.0,34750.0,0.007246376811594235
2025-09-24,1633.T,0.15,150000.0,long,47010.0,47290.0,0.005956179536268813
