date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-09-16,-0.0014639067611702313,-0.0029609443529104757,-0.0014970375917402444,-1463.9067611702312,-2960.9443529104756,-1497.0375917402444,0.0,0.9970390556470895
