trade_date,legacy_net_return,canonical_net_return,net_return_diff,net_return_diff_bps,legacy_gross_exposure,canonical_gross_exposure,legacy_cost_return,canonical_cost_return,status,notes,tolerance_net_return_bps,within_tolerance,diagnostics
2025-09-10,-0.0010777146611628,-0.0010787923758241,-1.0777146612999094e-06,-0.010777146612999094,0.75,0.75,-0.0014989227065468,-0.0015004216292534,PASS,Legacy shadow embeds execution cost into assumed fill prices; canonical_v1 records execution cost as separate cash cost. | Gross return diff: 0.0042 bps; cost return diff: -0.0150 bps.,1.0,True,"{""canonical_borrow_cost_jpy"": 0.0, ""cost_return_diff"": -1.498922706600096e-06, ""cost_return_diff_bps"": -0.014989227066000959, ""gross_return_diff"": 4.2120804539998733e-07, ""gross_return_diff_bps"": 0.004212080453999873, ""legacy_borrow_pnl_jpy"": 0.0}"
