trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-09-10,1617.T,entry,buy,3.730415319572246,40210.0,150000.0,10.0,150.0
2025-09-10,1617.T,exit,sell,3.730415319572246,40290.0,150298.4332255658,10.0,150.2984332255658
2025-09-10,1621.T,entry,buy,5.487470276202671,27335.0,150000.0,10.0,150.0
2025-09-10,1621.T,exit,sell,5.487470276202671,27090.0,148655.56978233033,10.0,148.65556978233033
2025-09-10,1627.T,entry,buy,14.513788098693759,10335.0,150000.0,10.0,150.0
2025-09-10,1627.T,exit,sell,14.513788098693759,10415.0,151161.1030478955,10.0,151.1611030478955
2025-09-10,1630.T,entry,buy,4.269854824935952,35130.0,150000.0,10.0,150.0
2025-09-10,1630.T,exit,sell,4.269854824935952,35040.0,149615.71306575576,10.0,149.61571306575576
2025-09-10,1633.T,entry,buy,3.140046054008792,47770.0,150000.0,10.0,150.0
2025-09-10,1633.T,exit,sell,3.140046054008792,47990.0,150690.81013188194,10.0,150.69081013188193
