trade_date,ticker,target_weight,target_notional_jpy,side,entry_price,exit_price,expected_oc_return
2025-11-19,1618.T,0.15,150000.0,long,27595.0,27850.0,0.009240804493567678
2025-11-19,1623.T,0.15,150000.0,long,41390.0,41470.0,0.001932834017878804
2025-11-19,1625.T,0.15,150000.0,long,47230.0,46520.0,-0.015032818124073644
2025-11-19,1629.T,0.15,150000.0,long,104250.0,104550.0,0.0028776978417266452
2025-11-19,1631.T,0.15,150000.0,long,25550.0,25590.0,0.0015655577299413803
