date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-11-19,8.752386998610644e-05,-0.0014110651523852682,-0.0014985890223713745,87.52386998610643,-1411.0651523852682,-1498.5890223713745,0.0,0.9985889348476147
