trade_date,legacy_net_return,canonical_net_return,net_return_diff,net_return_diff_bps,legacy_gross_exposure,canonical_gross_exposure,legacy_cost_return,canonical_cost_return,status,notes,tolerance_net_return_bps,within_tolerance,diagnostics
2025-11-19,-0.0014110651523852,-0.0014124762175377,-1.4110651525001388e-06,-0.014110651525001388,0.75,0.75,-0.0014985890223713,-0.0015000876113938,PASS,Legacy shadow embeds execution cost into assumed fill prices; canonical_v1 records execution cost as separate cash cost. | Gross return diff: 0.0009 bps; cost return diff: -0.0150 bps.,1.0,True,"{""canonical_borrow_cost_jpy"": 0.0, ""cost_return_diff"": -1.4985890224999965e-06, ""cost_return_diff_bps"": -0.014985890224999965, ""gross_return_diff"": 8.752386998653555e-08, ""gross_return_diff_bps"": 0.0008752386998653555, ""legacy_borrow_pnl_jpy"": 0.0}"
