trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-09-12,1618.T,entry,buy,6.136224176723256,24445.0,150000.0,10.0,150.0
2025-09-12,1618.T,exit,sell,6.136224176723256,24370.0,149539.78318674574,10.0,149.53978318674572
2025-09-12,1622.T,entry,buy,4.632489190858554,32380.0,150000.0,10.0,150.0
2025-09-12,1622.T,exit,sell,4.632489190858554,32490.0,150509.57381099442,10.0,150.50957381099443
2025-09-12,1625.T,entry,buy,3.5620992638328186,42110.0,150000.0,10.0,150.0
2025-09-12,1625.T,exit,sell,3.5620992638328186,42050.0,149786.27404417002,10.0,149.78627404417003
2025-09-12,1629.T,entry,buy,1.5105740181268883,99300.0,150000.0,10.0,150.0
2025-09-12,1629.T,exit,sell,1.5105740181268883,99080.0,149667.6737160121,10.0,149.6676737160121
2025-09-12,1631.T,entry,buy,6.12369871402327,24495.0,150000.0,10.0,150.0
2025-09-12,1631.T,exit,sell,6.12369871402327,24370.0,149234.5376607471,10.0,149.2345376607471
