date,ticker,fill_type,side,qty,mid_price,assumed_price,cost_bps
2025-10-14,1617.T,open,BUY,3.8188111582607,39240.0,39279.24,10.0
2025-10-14,1617.T,close,SELL,3.8188111582607,39430.0,39390.57,10.0
2025-10-14,1620.T,open,BUY,4.99334054815561,30010.0,30040.01,10.0
2025-10-14,1620.T,close,SELL,4.99334054815561,29995.0,29965.005,10.0
2025-10-14,1621.T,open,BUY,5.548977961494162,27005.0,27032.004999999997,10.0
2025-10-14,1621.T,close,SELL,5.548977961494162,27010.0,26982.99,10.0
2025-10-14,1627.T,open,BUY,14.994011391850098,9994.0,10003.993999999999,10.0
2025-10-14,1627.T,close,SELL,14.994011391850098,10125.0,10114.875,10.0
2025-10-14,1630.T,open,BUY,4.44132038678571,33740.0,33773.74,10.0
2025-10-14,1630.T,close,SELL,4.44132038678571,34140.0,34105.86,10.0
