trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-09-08,1617.T,entry,buy,3.6773719048786466,40790.0,150000.0,10.0,150.0
2025-09-08,1617.T,exit,sell,3.6773719048786466,40540.0,149080.65702378034,10.0,149.08065702378033
2025-09-08,1621.T,entry,buy,5.4634857038790745,27455.0,150000.0,10.0,150.0
2025-09-08,1621.T,exit,sell,5.4634857038790745,27570.0,150628.3008559461,10.0,150.62830085594607
2025-09-08,1627.T,entry,buy,14.584346135148275,10285.0,150000.0,10.0,150.0
2025-09-08,1627.T,exit,sell,14.584346135148275,10280.0,149927.07826932427,10.0,149.92707826932426
2025-09-08,1630.T,entry,buy,4.263786242183058,35180.0,149999.99999999997,10.0,149.99999999999997
2025-09-08,1630.T,exit,sell,4.263786242183058,35230.0,150213.18931210914,10.0,150.21318931210914
2025-09-08,1633.T,entry,buy,3.200341369746106,46870.0,150000.0,10.0,150.0
2025-09-08,1633.T,exit,sell,3.200341369746106,47810.0,153008.32088756133,10.0,153.00832088756133
