date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-09-08,0.002854691657064119,0.0013533354669056463,-0.0015013561901584729,2854.691657064119,1353.3354669056464,-1501.3561901584728,0.0,1.0013533354669057
