date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-11-28,0.002962319747273961,0.0014608559290252843,-0.001501463818248677,2962.319747273961,1460.8559290252842,-1501.463818248677,0.0,1.0014608559290252
