trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-10-10,1617.T,entry,buy,3.7764350453172204,39720.0,150000.0,10.0,150.0
2025-10-10,1617.T,exit,sell,3.7764350453172204,39670.0,149811.17824773415,10.0,149.81117824773415
2025-10-10,1621.T,entry,buy,5.382131324004305,27870.0,150000.0,10.0,150.0
2025-10-10,1621.T,exit,sell,5.382131324004305,27505.0,148035.52206673843,10.0,148.03552206673842
2025-10-10,1627.T,entry,buy,14.43001443001443,10395.0,150000.0,10.0,150.0
2025-10-10,1627.T,exit,sell,14.43001443001443,10155.0,146536.79653679652,10.0,146.53679653679652
2025-10-10,1628.T,entry,buy,7.41106719367589,20240.0,150000.0,10.0,150.0
2025-10-10,1628.T,exit,sell,7.41106719367589,20260.0,150148.22134387353,10.0,150.14822134387353
2025-10-10,1630.T,entry,buy,4.418262150220913,33950.0,150000.0,10.0,150.0
2025-10-10,1630.T,exit,sell,4.418262150220913,33880.0,149690.72164948453,10.0,149.69072164948452
