date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-10-10,-0.005771788367005837,-0.007264518077140219,-0.001492729710134382,-5771.788367005837,-7264.518077140219,-1492.729710134382,0.0,0.9927354819228598
