trade_date,ticker,target_weight,target_notional_jpy,side,entry_price,exit_price,expected_oc_return
2025-10-10,1617.T,0.15,150000.0,long,39720.0,39670.0,-0.0012588116817724426
2025-10-10,1621.T,0.15,150000.0,long,27870.0,27505.0,-0.01309651955507718
2025-10-10,1627.T,0.15,150000.0,long,10395.0,10155.0,-0.023088023088023046
2025-10-10,1628.T,0.15,150000.0,long,20240.0,20260.0,0.000988142292490224
2025-10-10,1630.T,0.15,150000.0,long,33950.0,33880.0,-0.0020618556701030855
