date,ticker,fill_type,side,qty,mid_price,assumed_price,cost_bps
2025-10-10,1617.T,open,BUY,3.772662382934287,39720.0,39759.719999999994,10.0
2025-10-10,1617.T,close,SELL,3.772662382934287,39670.0,39630.33,10.0
2025-10-10,1621.T,open,BUY,5.376754569434872,27870.0,27897.869999999995,10.0
2025-10-10,1621.T,close,SELL,5.376754569434872,27505.0,27477.495,10.0
2025-10-10,1627.T,open,BUY,14.41559883118325,10395.0,10405.394999999999,10.0
2025-10-10,1627.T,close,SELL,14.41559883118325,10155.0,10144.845,10.0
2025-10-10,1628.T,open,BUY,7.403663530145744,20240.0,20260.239999999998,10.0
2025-10-10,1628.T,close,SELL,7.403663530145744,20260.0,20239.74,10.0
2025-10-10,1630.T,open,BUY,4.4138483019189945,33950.0,33983.95,10.0
2025-10-10,1630.T,close,SELL,4.4138483019189945,33880.0,33846.12,10.0
