date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-10-23,0.0013036737868581912,-0.00019613138543006994,-0.0014998051722882612,1303.6737868581913,-196.13138543006994,-1499.8051722882612,0.0,0.9998038686145699
