date,ticker,signal_raw,signal_rank,tradable_flag,paper_weight_raw,target_weight
2025-10-21,1617.T,-0.23540074846921147,17.0,True,-0.2,0.0
2025-10-21,1618.T,0.23465968503272164,1.0,True,0.2,0.15
2025-10-21,1619.T,0.001005930750381411,10.0,True,0.0,0.0
2025-10-21,1620.T,0.01108524366543649,8.0,True,0.0,0.0
2025-10-21,1621.T,-0.2215850682351947,15.0,True,-0.2,0.0
2025-10-21,1622.T,0.008672626583887925,9.0,True,0.0,0.0
2025-10-21,1623.T,0.015013133431424495,6.0,True,0.0,0.0
2025-10-21,1624.T,0.02062866827594836,5.0,True,0.2,0.15
2025-10-21,1625.T,0.21660562544110143,4.0,True,0.2,0.15
2025-10-21,1626.T,-0.00084382613531772,11.0,True,0.0,0.0
2025-10-21,1627.T,-0.21408379432287203,14.0,True,-0.2,0.0
2025-10-21,1628.T,-0.03022222354914898,13.0,True,-0.2,0.0
2025-10-21,1629.T,0.22653963237590935,3.0,True,0.2,0.15
2025-10-21,1630.T,-0.2347498375095802,16.0,True,-0.2,0.0
2025-10-21,1631.T,0.22676002013725538,2.0,True,0.2,0.15
2025-10-21,1632.T,0.011560011817202207,7.0,True,0.0,0.0
2025-10-21,1633.T,-0.017135570700266504,12.0,True,0.0,0.0
