trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-10-21,1618.T,entry,buy,5.9523809523809526,25200.0,150000.0,10.0,150.0
2025-10-21,1618.T,exit,sell,5.9523809523809526,25055.0,149136.90476190476,10.0,149.13690476190476
2025-10-21,1624.T,entry,buy,1.9618100967826315,76460.0,150000.0,10.0,150.0
2025-10-21,1624.T,exit,sell,1.9618100967826315,74400.0,145958.67120062778,10.0,145.95867120062778
2025-10-21,1625.T,entry,buy,3.2017075773746,46850.0,150000.0,10.0,150.0
2025-10-21,1625.T,exit,sell,3.2017075773746,46660.0,149391.67556029884,10.0,149.39167556029884
2025-10-21,1629.T,entry,buy,1.4619883040935673,102600.0,150000.0,10.0,150.0
2025-10-21,1629.T,exit,sell,1.4619883040935673,102600.0,150000.0,10.0,150.0
2025-10-21,1631.T,entry,buy,6.048387096774194,24800.0,150000.0,10.0,150.0
2025-10-21,1631.T,exit,sell,6.048387096774194,24690.0,149334.67741935485,10.0,149.33467741935485
