date,ticker,fill_type,side,qty,mid_price,assumed_price,cost_bps
2025-09-17,1618.T,open,BUY,6.053328614427383,24755.0,24779.754999999997,10.0
2025-09-17,1618.T,close,SELL,6.053328614427383,24610.0,24585.39,10.0
2025-09-17,1623.T,open,BUY,4.108860703321905,36470.0,36506.469999999994,10.0
2025-09-17,1623.T,close,SELL,4.108860703321905,35600.0,35564.4,10.0
2025-09-17,1625.T,open,BUY,3.5789383771232353,41870.0,41911.869999999995,10.0
2025-09-17,1625.T,close,SELL,3.5789383771232353,42000.0,41958.0,10.0
2025-09-17,1629.T,open,BUY,1.5045195768087336,99600.0,99699.59999999999,10.0
2025-09-17,1629.T,close,SELL,1.5045195768087336,99500.0,99400.5,10.0
2025-09-17,1631.T,open,BUY,6.201123519559275,24165.0,24189.164999999997,10.0
2025-09-17,1631.T,close,SELL,6.201123519559275,24115.0,24090.885,10.0
