date,ticker,fill_type,side,qty,mid_price,assumed_price,cost_bps
2025-10-08,1617.T,open,BUY,3.731328432523652,40160.0,40200.159999999996,10.0
2025-10-08,1617.T,close,SELL,3.731328432523652,40110.0,40069.89,10.0
2025-10-08,1621.T,open,BUY,5.331796827971886,28105.0,28133.104999999996,10.0
2025-10-08,1621.T,close,SELL,5.331796827971886,27835.0,27807.165,10.0
2025-10-08,1627.T,open,BUY,14.640952598939899,10235.0,10245.234999999999,10.0
2025-10-08,1627.T,close,SELL,14.640952598939899,10260.0,10249.74,10.0
2025-10-08,1628.T,open,BUY,7.253153429339297,20660.0,20680.659999999996,10.0
2025-10-08,1628.T,close,SELL,7.253153429339297,20585.0,20564.415,10.0
2025-10-08,1630.T,open,BUY,4.437374884517319,33770.0,33803.77,10.0
2025-10-08,1630.T,close,SELL,4.437374884517319,33600.0,33566.4,10.0
