trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-09-17,1618.T,entry,buy,6.05938194304181,24755.0,150000.0,10.0,150.0
2025-09-17,1618.T,exit,sell,6.05938194304181,24610.0,149121.38961825895,10.0,149.12138961825895
2025-09-17,1623.T,entry,buy,4.112969564025226,36470.0,150000.0,10.0,150.0
2025-09-17,1623.T,exit,sell,4.112969564025226,35600.0,146421.71647929805,10.0,146.42171647929806
2025-09-17,1625.T,entry,buy,3.5825173155003585,41870.0,150000.0,10.0,150.0
2025-09-17,1625.T,exit,sell,3.5825173155003585,42000.0,150465.72725101505,10.0,150.46572725101504
2025-09-17,1629.T,entry,buy,1.5060240963855422,99600.0,150000.0,10.0,150.0
2025-09-17,1629.T,exit,sell,1.5060240963855422,99500.0,149849.39759036145,10.0,149.84939759036143
2025-09-17,1631.T,entry,buy,6.207324643078833,24165.0,150000.0,10.0,150.0
2025-09-17,1631.T,exit,sell,6.207324643078833,24115.0,149689.63376784604,10.0,149.68963376784603
