date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-09-17,-0.004447687605614844,-0.005941741416510647,-0.0014940538108958025,-4447.687605614844,-5941.741416510647,-1494.0538108958026,0.0,0.9940582585834894
