trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-10-16,1617.T,entry,buy,3.7716872014080964,39770.0,150000.0,10.0,150.0
2025-10-16,1617.T,exit,sell,3.7716872014080964,39680.0,149660.54815187326,10.0,149.66054815187326
2025-10-16,1621.T,entry,buy,5.529953917050691,27125.0,150000.0,10.0,150.0
2025-10-16,1621.T,exit,sell,5.529953917050691,27370.0,151354.83870967742,10.0,151.35483870967744
2025-10-16,1627.T,entry,buy,14.492753623188406,10350.0,150000.0,10.0,150.0
2025-10-16,1627.T,exit,sell,14.492753623188406,10500.0,152173.91304347827,10.0,152.17391304347828
2025-10-16,1630.T,entry,buy,4.305396096440872,34840.0,150000.0,10.0,150.0
2025-10-16,1630.T,exit,sell,4.305396096440872,34750.0,149612.5143513203,10.0,149.6125143513203
2025-10-16,1633.T,entry,buy,3.1512605042016806,47600.0,150000.0,10.0,150.0
2025-10-16,1633.T,exit,sell,3.1512605042016806,47700.0,150315.12605042016,10.0,150.31512605042016
