trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-11-26,1617.T,entry,buy,3.6144578313253013,41500.0,150000.0,10.0,150.0
2025-11-26,1617.T,exit,sell,3.6144578313253013,42160.0,152385.5421686747,10.0,152.3855421686747
2025-11-26,1621.T,entry,buy,5.108121913843011,29365.0,150000.0,10.0,150.0
2025-11-26,1621.T,exit,sell,5.108121913843011,29810.0,152273.11425166015,10.0,152.27311425166016
2025-11-26,1627.T,entry,buy,12.690355329949238,11820.0,150000.0,10.0,150.0
2025-11-26,1627.T,exit,sell,12.690355329949238,12070.0,153172.5888324873,10.0,153.1725888324873
2025-11-26,1628.T,entry,buy,7.249879168680522,20690.0,150000.0,10.0,150.0
2025-11-26,1628.T,exit,sell,7.249879168680522,20805.0,150833.73610439827,10.0,150.83373610439827
2025-11-26,1630.T,entry,buy,3.9883009837809094,37610.0,150000.0,10.0,150.0
2025-11-26,1630.T,exit,sell,3.9883009837809094,38040.0,151714.9694230258,10.0,151.7149694230258
