trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-09-18,1618.T,entry,buy,6.048387096774194,24800.0,150000.0,10.0,150.0
2025-09-18,1618.T,exit,sell,6.048387096774194,24670.0,149213.70967741936,10.0,149.21370967741936
2025-09-18,1623.T,entry,buy,4.187604690117253,35820.0,150000.0,10.0,150.0
2025-09-18,1623.T,exit,sell,4.187604690117253,35830.0,150041.87604690116,10.0,150.04187604690114
2025-09-18,1625.T,entry,buy,3.5714285714285716,42000.0,150000.0,10.0,150.0
2025-09-18,1625.T,exit,sell,3.5714285714285716,42760.0,152714.2857142857,10.0,152.7142857142857
2025-09-18,1629.T,entry,buy,1.5110305228165608,99270.0,150000.0,10.0,150.0
2025-09-18,1629.T,exit,sell,1.5110305228165608,99780.0,150770.62556663645,10.0,150.77062556663645
2025-09-18,1631.T,entry,buy,6.208609271523179,24160.0,150000.0,10.0,150.0
2025-09-18,1631.T,exit,sell,6.208609271523179,24205.0,150279.38741721856,10.0,150.27938741721854
