trade_date,result,status,packet_dir,shadow_net_return,paper_counterfactual_return,expected_cost_bps,gross_exposure,net_exposure,max_name_abs,alert_count,warning_alert_count,critical_alert_count,info_alert_count,triggered_gate_count,critical_gate_count,alert_codes,week_start,iso_year,iso_week,week_label,active_return_diff,completed_flag,go_flag,warn_flag,stop_flag,error_flag
2025-08-27,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-08-27_20260420T123601Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-08-25,2025,35,2025-W35,,False,False,False,False,False
2025-08-28,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-08-28_20260420T123602Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-08-25,2025,35,2025-W35,,False,False,False,False,False
2025-08-29,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-08-29_20260420T123603Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-08-25,2025,35,2025-W35,,False,False,False,False,False
2025-09-02,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-02_20260420T123604Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-01,2025,36,2025-W36,,False,False,False,False,False
2025-09-03,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-03_20260420T123605Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-01,2025,36,2025-W36,,False,False,False,False,False
2025-09-04,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-04_20260420T123606Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-01,2025,36,2025-W36,,False,False,False,False,False
2025-09-05,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-05_20260420T123607Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-01,2025,36,2025-W36,,False,False,False,False,False
2025-09-08,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-08_20260420T123608Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-08,2025,37,2025-W37,,False,False,False,False,False
2025-09-09,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-09_20260420T123609Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-08,2025,37,2025-W37,,False,False,False,False,False
2025-09-10,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-10_20260420T123610Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-08,2025,37,2025-W37,,False,False,False,False,False
2025-09-11,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-11_20260420T123611Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-08,2025,37,2025-W37,,False,False,False,False,False
2025-09-12,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-12_20260420T123612Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-08,2025,37,2025-W37,,False,False,False,False,False
2025-09-16,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-16_20260420T123613Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-15,2025,38,2025-W38,,False,False,False,False,False
2025-09-17,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-17_20260420T123614Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-15,2025,38,2025-W38,,False,False,False,False,False
2025-09-18,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-18_20260420T123615Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-15,2025,38,2025-W38,,False,False,False,False,False
2025-09-19,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-19_20260420T123616Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-15,2025,38,2025-W38,,False,False,False,False,False
2025-09-22,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-22_20260420T123617Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-22,2025,39,2025-W39,,False,False,False,False,False
2025-09-24,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-24_20260420T123618Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-22,2025,39,2025-W39,,False,False,False,False,False
2025-09-25,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-25_20260420T123619Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-22,2025,39,2025-W39,,False,False,False,False,False
2025-09-26,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-26_20260420T123619Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-22,2025,39,2025-W39,,False,False,False,False,False
2025-09-29,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-29_20260420T123620Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-29,2025,40,2025-W40,,False,False,False,False,False
2025-09-30,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-09-30_20260420T123621Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-29,2025,40,2025-W40,,False,False,False,False,False
2025-10-01,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-01_20260420T123622Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-29,2025,40,2025-W40,,False,False,False,False,False
2025-10-02,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-02_20260420T123623Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-29,2025,40,2025-W40,,False,False,False,False,False
2025-10-03,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-03_20260420T123624Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-29,2025,40,2025-W40,,False,False,False,False,False
2025-10-06,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-06_20260420T123625Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-06,2025,41,2025-W41,,False,False,False,False,False
2025-10-07,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-07_20260420T123626Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-06,2025,41,2025-W41,,False,False,False,False,False
2025-10-08,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-08_20260420T123627Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-06,2025,41,2025-W41,,False,False,False,False,False
2025-10-09,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-09_20260420T123628Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-06,2025,41,2025-W41,,False,False,False,False,False
2025-10-10,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-10_20260420T123629Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-06,2025,41,2025-W41,,False,False,False,False,False
2025-10-14,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-14_20260420T123630Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-13,2025,42,2025-W42,,False,False,False,False,False
2025-10-15,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-15_20260420T123631Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-13,2025,42,2025-W42,,False,False,False,False,False
2025-10-16,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-16_20260420T123632Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-13,2025,42,2025-W42,,False,False,False,False,False
2025-10-17,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-17_20260420T123633Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-13,2025,42,2025-W42,,False,False,False,False,False
2025-10-20,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-20_20260420T123634Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-20,2025,43,2025-W43,,False,False,False,False,False
2025-10-21,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-21_20260420T123635Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-20,2025,43,2025-W43,,False,False,False,False,False
2025-10-22,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-22_20260420T123636Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-20,2025,43,2025-W43,,False,False,False,False,False
2025-10-23,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-23_20260420T123637Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-20,2025,43,2025-W43,,False,False,False,False,False
2025-10-27,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-27_20260420T123638Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-27,2025,44,2025-W44,,False,False,False,False,False
2025-10-28,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-28_20260420T123639Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-27,2025,44,2025-W44,,False,False,False,False,False
2025-10-29,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-29_20260420T123640Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-27,2025,44,2025-W44,,False,False,False,False,False
2025-10-30,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-30_20260420T123641Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-27,2025,44,2025-W44,,False,False,False,False,False
2025-10-31,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-10-31_20260420T123642Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-27,2025,44,2025-W44,,False,False,False,False,False
2025-11-04,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-04_20260420T123643Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-03,2025,45,2025-W45,,False,False,False,False,False
2025-11-05,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-05_20260420T123644Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-03,2025,45,2025-W45,,False,False,False,False,False
2025-11-06,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-06_20260420T123645Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-03,2025,45,2025-W45,,False,False,False,False,False
2025-11-07,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-07_20260420T123646Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-03,2025,45,2025-W45,,False,False,False,False,False
2025-11-10,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-10_20260420T123647Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-10,2025,46,2025-W46,,False,False,False,False,False
2025-11-11,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-11_20260420T123648Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-10,2025,46,2025-W46,,False,False,False,False,False
2025-11-12,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-12_20260420T123649Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-10,2025,46,2025-W46,,False,False,False,False,False
2025-11-13,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-13_20260420T123650Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-10,2025,46,2025-W46,,False,False,False,False,False
2025-11-14,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-14_20260420T123651Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-10,2025,46,2025-W46,,False,False,False,False,False
2025-11-17,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-17_20260420T123652Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-17,2025,47,2025-W47,,False,False,False,False,False
2025-11-18,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-18_20260420T123653Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-17,2025,47,2025-W47,,False,False,False,False,False
2025-11-19,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-19_20260420T123654Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-17,2025,47,2025-W47,,False,False,False,False,False
2025-11-20,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-20_20260420T123655Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-17,2025,47,2025-W47,,False,False,False,False,False
2025-11-21,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-21_20260420T123656Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-17,2025,47,2025-W47,,False,False,False,False,False
2025-11-25,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-25_20260420T123657Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-24,2025,48,2025-W48,,False,False,False,False,False
2025-11-26,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-26_20260420T123658Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-24,2025,48,2025-W48,,False,False,False,False,False
2025-11-28,skipped_existing,SKIPPED,runs\shadow_corrected_batch_60d_local_2025-11-28_20260420T123659Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-24,2025,48,2025-W48,,False,False,False,False,False
