trade_date,legacy_net_return,canonical_net_return,net_return_diff,net_return_diff_bps,legacy_gross_exposure,canonical_gross_exposure,legacy_cost_return,canonical_cost_return,status,notes,tolerance_net_return_bps,within_tolerance,diagnostics
2025-09-30,-0.0050916725362631,-0.0050967642087994,-5.091672536299691e-06,-0.050916725362996906,0.75,0.75,-0.0014949047306958,-0.0014963996354266,PASS,Legacy shadow embeds execution cost into assumed fill prices; canonical_v1 records execution cost as separate cash cost. | Gross return diff: -0.0360 bps; cost return diff: -0.0149 bps.,1.0,True,"{""canonical_borrow_cost_jpy"": 0.0, ""cost_return_diff"": -1.4949047308001479e-06, ""cost_return_diff_bps"": -0.014949047308001479, ""gross_return_diff"": -3.5967678054999765e-06, ""gross_return_diff_bps"": -0.035967678054999765, ""legacy_borrow_pnl_jpy"": 0.0}"
