trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-09-30,1617.T,entry,buy,3.7257824143070044,40260.0,150000.0,10.0,150.0
2025-09-30,1617.T,exit,sell,3.7257824143070044,40160.0,149627.4217585693,10.0,149.6274217585693
2025-09-30,1621.T,entry,buy,5.7714505579068875,25990.0,150000.0,10.0,150.0
2025-09-30,1621.T,exit,sell,5.7714505579068875,26085.0,150548.28780300115,10.0,150.54828780300113
2025-09-30,1627.T,entry,buy,14.866204162537166,10090.0,150000.0,10.0,150.0
2025-09-30,1627.T,exit,sell,14.866204162537166,10005.0,148736.37264618435,10.0,148.73637264618435
2025-09-30,1630.T,entry,buy,4.377006127808579,34270.0,150000.0,10.0,150.0
2025-09-30,1630.T,exit,sell,4.377006127808579,34100.0,149255.90895827254,10.0,149.25590895827256
2025-09-30,1633.T,entry,buy,3.1023784901758016,48350.0,150000.0,10.0,150.0
2025-09-30,1633.T,exit,sell,3.1023784901758016,47780.0,148231.6442605998,10.0,148.23164426059978
