date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-10-28,-0.004297655294781626,-0.005791859137988282,-0.0014942038432066557,-4297.655294781626,-5791.859137988282,-1494.2038432066556,0.0,0.9942081408620117
