date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-11-26,0.010369581199047151,0.008860710119346686,-0.001508871079700466,10369.581199047152,8860.710119346686,-1508.871079700466,0.0,1.0088607101193467
