date,ticker,signal_raw,signal_rank,tradable_flag,paper_weight_raw,target_weight
2025-11-06,1617.T,-0.06104607914627117,16.0,True,-0.2,0.0
2025-11-06,1618.T,0.061320795322072755,1.0,True,0.2,0.15
2025-11-06,1619.T,0.002538507996528501,9.0,True,0.0,0.0
2025-11-06,1620.T,0.002847719593158229,7.0,True,0.0,0.0
2025-11-06,1621.T,-0.061514065233239316,17.0,True,-0.2,0.0
2025-11-06,1622.T,0.0005542468213270888,11.0,True,0.0,0.0
2025-11-06,1623.T,0.003839293611145549,6.0,True,0.0,0.0
2025-11-06,1624.T,0.00587180549215299,5.0,True,0.2,0.15
2025-11-06,1625.T,0.05362367055905278,4.0,True,0.2,0.15
2025-11-06,1626.T,0.002348273524130648,10.0,True,0.0,0.0
2025-11-06,1627.T,-0.05797171079534284,14.0,True,-0.2,0.0
2025-11-06,1628.T,-0.0053490161220603166,13.0,True,-0.2,0.0
2025-11-06,1629.T,0.05873935181207306,2.0,True,0.2,0.15
2025-11-06,1630.T,-0.06009894271271187,15.0,True,-0.2,0.0
2025-11-06,1631.T,0.05776851549474436,3.0,True,0.2,0.15
2025-11-06,1632.T,0.00283793844166112,8.0,True,0.0,0.0
2025-11-06,1633.T,-0.003333894906315921,12.0,True,0.0,0.0
