date,ticker,signal_raw,signal_rank,tradable_flag,paper_weight_raw,target_weight
2025-11-21,1617.T,0.10544416088162885,2.0,True,0.2,0.15
2025-11-21,1618.T,-0.11004157088906079,17.0,True,-0.2,0.0
2025-11-21,1619.T,-0.009949213729629458,12.0,True,0.0,0.0
2025-11-21,1620.T,-0.009066068956386767,10.0,True,0.0,0.0
2025-11-21,1621.T,0.10760836716362099,1.0,True,0.2,0.15
2025-11-21,1622.T,-0.0033690825476360518,7.0,True,0.0,0.0
2025-11-21,1623.T,0.006833788255859006,5.0,True,0.2,0.15
2025-11-21,1624.T,-0.009506623166395646,11.0,True,0.0,0.0
2025-11-21,1625.T,-0.09245278599443432,15.0,True,-0.2,0.0
2025-11-21,1626.T,-0.011913709202637283,13.0,True,-0.2,0.0
2025-11-21,1627.T,0.10141220286184907,3.0,True,0.2,0.15
2025-11-21,1628.T,-0.00601710887889499,9.0,True,0.0,0.0
2025-11-21,1629.T,-0.10434456361187033,16.0,True,-0.2,0.0
2025-11-21,1630.T,0.0871921048134808,4.0,True,0.2,0.15
2025-11-21,1631.T,-0.092350569126341,14.0,True,-0.2,0.0
2025-11-21,1632.T,-0.0025363658930214247,6.0,True,0.0,0.0
2025-11-21,1633.T,-0.0037565963054009433,8.0,True,0.0,0.0
