date,ticker,fill_type,side,qty,mid_price,assumed_price,cost_bps
2025-10-02,1617.T,open,BUY,3.7183660012444135,40300.0,40340.299999999996,10.0
2025-10-02,1617.T,close,SELL,3.7183660012444135,39200.0,39160.8,10.0
2025-10-02,1621.T,open,BUY,5.577895025131206,26865.0,26891.864999999998,10.0
2025-10-02,1621.T,close,SELL,5.577895025131206,26835.0,26808.165,10.0
2025-10-02,1627.T,open,BUY,15.058803120304479,9951.0,9960.951,10.0
2025-10-02,1627.T,close,SELL,15.058803120304479,9742.0,9732.258,10.0
2025-10-02,1630.T,open,BUY,4.416450039792216,33930.0,33963.92999999999,10.0
2025-10-02,1630.T,close,SELL,4.416450039792216,33140.0,33106.86,10.0
2025-10-02,1633.T,open,BUY,3.2067226588947113,46730.0,46776.729999999996,10.0
2025-10-02,1633.T,close,SELL,3.2067226588947113,46160.0,46113.84,10.0
