date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-10-02,-0.012721656751272261,-0.0142074365930224,-0.0014857798417501399,-12721.656751272261,-14207.436593022401,-1485.77984175014,0.0,0.9857925634069776
