date,ticker,signal_raw,signal_rank,tradable_flag,paper_weight_raw,target_weight
2025-11-13,1617.T,0.1480166406698355,1.0,True,0.2,0.15
2025-11-13,1618.T,-0.15187201745437878,17.0,True,-0.2,0.0
2025-11-13,1619.T,-0.004791156708632455,9.0,True,0.0,0.0
2025-11-13,1620.T,-0.010783267164623241,11.0,True,0.0,0.0
2025-11-13,1621.T,0.1449382855717423,3.0,True,0.2,0.15
2025-11-13,1622.T,-0.002478160444014224,7.0,True,0.0,0.0
2025-11-13,1623.T,-0.022738148591789867,13.0,True,-0.2,0.0
2025-11-13,1624.T,-0.013764033791219012,12.0,True,0.0,0.0
2025-11-13,1625.T,-0.13579697453803616,14.0,True,-0.2,0.0
2025-11-13,1626.T,-0.004233292753702218,8.0,True,0.0,0.0
2025-11-13,1627.T,0.14230901606465474,4.0,True,0.2,0.15
2025-11-13,1628.T,0.01735348049760392,5.0,True,0.2,0.15
2025-11-13,1629.T,-0.14513320027283974,16.0,True,-0.2,0.0
2025-11-13,1630.T,0.14745865783988596,2.0,True,0.2,0.15
2025-11-13,1631.T,-0.14324912254199912,15.0,True,-0.2,0.0
2025-11-13,1632.T,-0.00947421307491625,10.0,True,0.0,0.0
2025-11-13,1633.T,0.007759265449223288,6.0,True,0.0,0.0
