date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-09-03,-0.005976677327329056,-0.007469202148503183,-0.0014925248211741272,-5976.6773273290555,-7469.202148503183,-1492.5248211741273,0.0,0.9925307978514968
