trade_date,legacy_net_return,canonical_net_return,net_return_diff,net_return_diff_bps,legacy_gross_exposure,canonical_gross_exposure,legacy_cost_return,canonical_cost_return,status,notes,tolerance_net_return_bps,within_tolerance,diagnostics
2025-09-29,-0.0114590182965198,-0.0114704773148164,-1.1459018296600468e-05,-0.11459018296600468,0.75,0.75,-0.0014885310112161,-0.0014900195422274,PASS,Legacy shadow embeds execution cost into assumed fill prices; canonical_v1 records execution cost as separate cash cost. | Gross return diff: -0.0997 bps; cost return diff: -0.0149 bps.,1.0,True,"{""canonical_borrow_cost_jpy"": 0.0, ""cost_return_diff"": -1.4885310112998287e-06, ""cost_return_diff_bps"": -0.014885310112998287, ""gross_return_diff"": -9.970487285300422e-06, ""gross_return_diff_bps"": -0.09970487285300422, ""legacy_borrow_pnl_jpy"": 0.0}"
