trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-08-27,1618.T,entry,buy,6.499133448873484,23080.0,150000.0,10.0,150.0
2025-08-27,1618.T,exit,sell,6.499133448873484,23145.0,150422.4436741768,10.0,150.4224436741768
2025-08-27,1622.T,entry,buy,4.654049022649705,32230.0,150000.0,10.0,150.0
2025-08-27,1622.T,exit,sell,4.654049022649705,32120.0,149488.05460750853,10.0,149.48805460750853
2025-08-27,1625.T,entry,buy,3.7183936539414972,40340.0,150000.0,10.0,150.0
2025-08-27,1625.T,exit,sell,3.7183936539414972,40390.0,150185.91968269707,10.0,150.18591968269706
2025-08-27,1629.T,entry,buy,1.5916808149405772,94240.0,150000.0,10.0,150.0
2025-08-27,1629.T,exit,sell,1.5916808149405772,94040.0,149681.66383701187,10.0,149.68166383701188
2025-08-27,1631.T,entry,buy,6.177924217462932,24280.0,150000.0,10.0,150.0
2025-08-27,1631.T,exit,sell,6.177924217462932,24115.0,148980.64250411862,10.0,148.9806425041186
