date,ticker,signal_raw,signal_rank,tradable_flag,paper_weight_raw,target_weight
2025-09-26,1617.T,-0.24017234223598266,15.0,True,-0.2,0.0
2025-09-26,1618.T,0.23687801376600803,1.0,True,0.2,0.15
2025-09-26,1619.T,-0.007965923032476325,10.0,True,0.0,0.0
2025-09-26,1620.T,0.02820637295561329,5.0,True,0.2,0.15
2025-09-26,1621.T,-0.23448406844506992,14.0,True,-0.2,0.0
2025-09-26,1622.T,0.007117663764281707,9.0,True,0.0,0.0
2025-09-26,1623.T,0.027798958072274782,6.0,True,0.0,0.0
2025-09-26,1624.T,0.01655929211721007,7.0,True,0.0,0.0
2025-09-26,1625.T,0.23422679410217692,2.0,True,0.2,0.15
2025-09-26,1626.T,-0.009878082728029043,11.0,True,0.0,0.0
2025-09-26,1627.T,-0.24101269119293708,17.0,True,-0.2,0.0
2025-09-26,1628.T,-0.012827906064801282,12.0,True,0.0,0.0
2025-09-26,1629.T,0.23376000029825553,3.0,True,0.2,0.15
2025-09-26,1630.T,-0.240581469774358,16.0,True,-0.2,0.0
2025-09-26,1631.T,0.23286938188254247,4.0,True,0.2,0.15
2025-09-26,1632.T,0.014604699079216427,8.0,True,0.0,0.0
2025-09-26,1633.T,-0.02805525581511991,13.0,True,-0.2,0.0
