trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-09-26,1618.T,entry,buy,5.813953488372093,25800.0,150000.0,10.0,150.0
2025-09-26,1618.T,exit,sell,5.813953488372093,25650.0,149127.90697674418,10.0,149.12790697674419
2025-09-26,1620.T,entry,buy,4.9504950495049505,30300.0,150000.0,10.0,150.0
2025-09-26,1620.T,exit,sell,4.9504950495049505,30510.0,151039.60396039605,10.0,151.03960396039605
2025-09-26,1625.T,entry,buy,3.4586119437399123,43370.0,150000.0,10.0,150.0
2025-09-26,1625.T,exit,sell,3.4586119437399123,42840.0,148166.93566981785,10.0,148.16693566981783
2025-09-26,1629.T,entry,buy,1.4792899408284024,101400.0,150000.0,10.0,150.0
2025-09-26,1629.T,exit,sell,1.4792899408284024,101950.0,150813.60946745562,10.0,150.81360946745562
2025-09-26,1631.T,entry,buy,5.991611743559018,25035.0,150000.0,10.0,150.0
2025-09-26,1631.T,exit,sell,5.991611743559018,25295.0,151557.81905332537,10.0,151.55781905332535
