trade_date,legacy_net_return,canonical_net_return,net_return_diff,net_return_diff_bps,legacy_gross_exposure,canonical_gross_exposure,legacy_cost_return,canonical_cost_return,status,notes,tolerance_net_return_bps,within_tolerance,diagnostics
2025-11-28,0.0014608559290252,0.0014623167849542,1.4608559289999885e-06,0.014608559289999885,0.75,0.75,-0.0015014638182486,-0.001502965282067,PASS,Legacy shadow embeds execution cost into assumed fill prices; canonical_v1 records execution cost as separate cash cost. | Gross return diff: 0.0296 bps; cost return diff: -0.0150 bps.,1.0,True,"{""canonical_borrow_cost_jpy"": 0.0, ""cost_return_diff"": -1.5014638184000263e-06, ""cost_return_diff_bps"": -0.015014638184000263, ""gross_return_diff"": 2.9623197472998346e-06, ""gross_return_diff_bps"": 0.029623197472998346, ""legacy_borrow_pnl_jpy"": 0.0}"
