trade_date,ticker,weight,quantity,entry_price,exit_price,gross_pnl_jpy,cost_jpy,net_pnl_jpy,gross_return,net_return_contribution,entry_cost_jpy,exit_cost_jpy,borrow_cost_jpy,expected_oc_return
2025-11-25,1618.T,0.15,5.280760429501848,28405.0,28355.0,-264.0380214750924,299.73596197852487,-563.7739834536173,-0.0002640380214750924,-0.0005637739834536173,150.0,149.7359619785249,0.0,-0.0017602534765006617
2025-11-25,1625.T,0.15,3.125,48000.0,47230.0,-2406.25,297.59375,-2703.84375,-0.00240625,-0.00270384375,150.0,147.59375,0.0,-0.01604166666666662
2025-11-25,1626.T,0.15,3.469010175763182,43240.0,42060.0,-4093.432007400555,295.90656799259943,-4389.338575393154,-0.004093432007400555,-0.004389338575393155,150.0,145.90656799259943,0.0,-0.0272895467160037
2025-11-25,1629.T,0.15,1.3959981386691485,107450.0,105800.0,-2303.396928804095,297.6966030711959,-2601.093531875291,-0.002303396928804095,-0.002601093531875291,150.0,147.6966030711959,0.0,-0.015355979525360608
2025-11-25,1631.T,0.15,5.7034220532319395,26300.0,26140.0,-912.5475285171103,299.0874524714829,-1211.6349809885933,-0.0009125475285171103,-0.0012116349809885934,150.0,149.0874524714829,0.0,-0.006083650190114032
