trade_date,result,status,packet_dir,shadow_net_return,paper_counterfactual_return,expected_cost_bps,gross_exposure,net_exposure,max_name_abs,alert_count,warning_alert_count,critical_alert_count,info_alert_count,triggered_gate_count,critical_gate_count,alert_codes,week_start,iso_year,iso_week,week_label,active_return_diff,completed_flag,go_flag,warn_flag,stop_flag,error_flag
2025-09-29,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-09-29_20260420T123750Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-29,2025,40,2025-W40,,False,False,False,False,False
2025-09-30,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-09-30_20260420T123751Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-29,2025,40,2025-W40,,False,False,False,False,False
2025-10-01,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-01_20260420T123752Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-29,2025,40,2025-W40,,False,False,False,False,False
2025-10-02,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-02_20260420T123753Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-29,2025,40,2025-W40,,False,False,False,False,False
2025-10-03,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-03_20260420T123754Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-09-29,2025,40,2025-W40,,False,False,False,False,False
2025-10-06,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-06_20260420T123755Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-06,2025,41,2025-W41,,False,False,False,False,False
2025-10-07,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-07_20260420T123756Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-06,2025,41,2025-W41,,False,False,False,False,False
2025-10-08,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-08_20260420T123757Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-06,2025,41,2025-W41,,False,False,False,False,False
2025-10-09,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-09_20260420T123758Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-06,2025,41,2025-W41,,False,False,False,False,False
2025-10-10,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-10_20260420T123759Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-06,2025,41,2025-W41,,False,False,False,False,False
2025-10-14,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-14_20260420T123800Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-13,2025,42,2025-W42,,False,False,False,False,False
2025-10-15,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-15_20260420T123801Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-13,2025,42,2025-W42,,False,False,False,False,False
2025-10-16,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-16_20260420T123802Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-13,2025,42,2025-W42,,False,False,False,False,False
2025-10-17,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-17_20260420T123803Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-13,2025,42,2025-W42,,False,False,False,False,False
2025-10-20,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-20_20260420T123804Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-20,2025,43,2025-W43,,False,False,False,False,False
2025-10-21,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-21_20260420T123805Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-20,2025,43,2025-W43,,False,False,False,False,False
2025-10-22,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-22_20260420T123806Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-20,2025,43,2025-W43,,False,False,False,False,False
2025-10-23,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-23_20260420T123807Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-20,2025,43,2025-W43,,False,False,False,False,False
2025-10-27,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-27_20260420T123808Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-27,2025,44,2025-W44,,False,False,False,False,False
2025-10-28,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-28_20260420T123809Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-27,2025,44,2025-W44,,False,False,False,False,False
2025-10-29,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-29_20260420T123811Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-27,2025,44,2025-W44,,False,False,False,False,False
2025-10-30,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-30_20260420T123812Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-27,2025,44,2025-W44,,False,False,False,False,False
2025-10-31,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-10-31_20260420T123813Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-10-27,2025,44,2025-W44,,False,False,False,False,False
2025-11-04,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-04_20260420T123814Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-03,2025,45,2025-W45,,False,False,False,False,False
2025-11-05,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-05_20260420T123815Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-03,2025,45,2025-W45,,False,False,False,False,False
2025-11-06,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-06_20260420T123816Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-03,2025,45,2025-W45,,False,False,False,False,False
2025-11-07,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-07_20260420T123817Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-03,2025,45,2025-W45,,False,False,False,False,False
2025-11-10,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-10_20260420T123818Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-10,2025,46,2025-W46,,False,False,False,False,False
2025-11-11,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-11_20260420T123819Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-10,2025,46,2025-W46,,False,False,False,False,False
2025-11-12,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-12_20260420T123820Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-10,2025,46,2025-W46,,False,False,False,False,False
2025-11-13,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-13_20260420T123821Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-10,2025,46,2025-W46,,False,False,False,False,False
2025-11-14,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-14_20260420T123822Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-10,2025,46,2025-W46,,False,False,False,False,False
2025-11-17,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-17_20260420T123823Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-17,2025,47,2025-W47,,False,False,False,False,False
2025-11-18,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-18_20260420T123824Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-17,2025,47,2025-W47,,False,False,False,False,False
2025-11-19,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-19_20260420T123825Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-17,2025,47,2025-W47,,False,False,False,False,False
2025-11-20,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-20_20260420T123826Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-17,2025,47,2025-W47,,False,False,False,False,False
2025-11-21,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-21_20260420T123827Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-17,2025,47,2025-W47,,False,False,False,False,False
2025-11-25,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-25_20260420T123828Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-24,2025,48,2025-W48,,False,False,False,False,False
2025-11-26,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-26_20260420T123829Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-24,2025,48,2025-W48,,False,False,False,False,False
2025-11-28,skipped_existing,SKIPPED,runs\shadow_corrected_canonical_batch_60d_local_2025-11-28_20260420T123830Z,,,15.0,0.75,0.75,0.15,1,1,0,0,0,0,scaled_for_single_name_cap,2025-11-24,2025,48,2025-W48,,False,False,False,False,False
