date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-08-29,-0.000401896540196705,-0.0018999961421579477,-0.0014980996019612425,-401.896540196705,-1899.9961421579476,-1498.0996019612426,0.0,0.998100003857842
