trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-08-29,1618.T,entry,buy,6.309148264984227,23775.0,150000.0,10.0,150.0
2025-08-29,1618.T,exit,sell,6.309148264984227,23640.0,149148.26498422713,10.0,149.14826498422713
2025-08-29,1623.T,entry,buy,4.373177842565598,34300.0,150000.0,10.0,150.0
2025-08-29,1623.T,exit,sell,4.373177842565598,34660.0,151574.34402332362,10.0,151.57434402332362
2025-08-29,1625.T,entry,buy,3.6809815950920246,40750.0,150000.0,10.0,150.0
2025-08-29,1625.T,exit,sell,3.6809815950920246,40430.0,148822.08588957056,10.0,148.82208588957056
2025-08-29,1629.T,entry,buy,1.5692017993513967,95590.0,150000.0,10.0,150.0
2025-08-29,1629.T,exit,sell,1.5692017993513967,95880.0,150455.06852181192,10.0,150.4550685218119
2025-08-29,1631.T,entry,buy,6.185567010309279,24250.0,150000.0,10.0,150.0
2025-08-29,1631.T,exit,sell,6.185567010309279,24185.0,149597.9381443299,10.0,149.5979381443299
