date,ticker,weight,position_qty,open_price_adj,close_price_adj,gross_pnl_jpy,net_pnl_jpy,borrow_pnl_jpy,gross_return,net_return
2025-10-27,1618.T,0.15,5.706403269236476,26260.0,26595.0,1911.6450951942193,1610.033150398728,0.0,0.0019116450951942193,0.0016100331503987278
2025-10-27,1623.T,0.15,3.6727977904448497,40800.0,41190.0,1432.3911382734914,1131.2584474349255,0.0,0.0014323911382734913,0.0011312584474349255
2025-10-27,1625.T,0.15,3.131664573670844,47850.0,48140.0,908.1827263645447,607.5742439379096,0.0,0.0009081827263645447,0.0006075742439379096
2025-10-27,1629.T,0.15,1.411682994349033,106150.0,106500.0,494.08904802216153,193.8946592738479,0.0,0.0004940890480221615,0.0001938946592738479
2025-10-27,1631.T,0.15,6.1150846704815285,24505.0,24750.0,1498.1957442679745,1196.9972488234228,0.0,0.0014981957442679746,0.0011969972488234228
