date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-10-08,-0.002558467987773486,-0.0040544110182871036,-0.001495943030513618,-2558.4679877734857,-4054.4110182871036,-1495.943030513618,0.0,0.9959455889817129
