date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-09-30,-0.003596767805567304,-0.005091672536263124,-0.00149490473069582,-3596.767805567304,-5091.672536263124,-1494.90473069582,0.0,0.9949083274637369
