trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-10-01,1617.T,entry,buy,3.73785198106155,40130.0,150000.0,10.0,150.0
2025-10-01,1617.T,exit,sell,3.73785198106155,39770.0,148654.37328681783,10.0,148.65437328681782
2025-10-01,1621.T,entry,buy,5.681818181818182,26400.0,150000.0,10.0,150.0
2025-10-01,1621.T,exit,sell,5.681818181818182,26290.0,149375.0,10.0,149.375
2025-10-01,1627.T,entry,buy,15.001500150015001,9999.0,150000.0,10.0,150.0
2025-10-01,1627.T,exit,sell,15.001500150015001,9998.0,149984.99849985,10.0,149.98499849985
2025-10-01,1630.T,entry,buy,4.41696113074205,33960.0,150000.0,10.0,150.0
2025-10-01,1630.T,exit,sell,4.41696113074205,33650.0,148630.74204946996,10.0,148.63074204946997
2025-10-01,1633.T,entry,buy,3.1525851197982346,47580.0,150000.0,10.0,150.0
2025-10-01,1633.T,exit,sell,3.1525851197982346,46780.0,147477.9319041614,10.0,147.4779319041614
