trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-09-25,1617.T,entry,buy,3.7294878170064645,40220.0,150000.0,10.0,150.0
2025-09-25,1617.T,exit,sell,3.7294878170064645,40350.0,150484.83341621084,10.0,150.48483341621085
2025-09-25,1621.T,entry,buy,5.614823133071308,26715.0,150000.0,10.0,150.0
2025-09-25,1621.T,exit,sell,5.614823133071308,26490.0,148736.66479505895,10.0,148.73666479505897
2025-09-25,1627.T,entry,buy,14.977533699450824,10015.0,150000.0,10.0,150.0
2025-09-25,1627.T,exit,sell,14.977533699450824,10100.0,151273.09036445332,10.0,151.27309036445334
2025-09-25,1630.T,entry,buy,4.312823461759632,34780.0,150000.0,10.0,150.0
2025-09-25,1630.T,exit,sell,4.312823461759632,34700.0,149654.97412305925,10.0,149.65497412305925
2025-09-25,1633.T,entry,buy,3.1426775612822127,47730.0,150000.0,10.0,150.0
2025-09-25,1633.T,exit,sell,3.1426775612822127,47370.0,148868.63607793843,10.0,148.86863607793842
