date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-10-22,-0.00032751524035780084,-0.0018256892236188486,-0.0014981739832610479,-327.51524035780085,-1825.6892236188487,-1498.1739832610479,0.0,0.9981743107763812
