trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-10-22,1618.T,entry,buy,5.964214711729622,25150.0,150000.0,10.0,150.0
2025-10-22,1618.T,exit,sell,5.964214711729622,25375.0,151341.94831013915,10.0,151.34194831013914
2025-10-22,1623.T,entry,buy,3.833375926399182,39130.0,150000.0,10.0,150.0
2025-10-22,1623.T,exit,sell,3.833375926399182,38770.0,148619.98466649628,10.0,148.6199846664963
2025-10-22,1625.T,entry,buy,3.219575016097875,46590.0,150000.0,10.0,150.0
2025-10-22,1625.T,exit,sell,3.219575016097875,47000.0,151320.0257566001,10.0,151.3200257566001
2025-10-22,1629.T,entry,buy,1.4423076923076923,104000.0,150000.0,10.0,150.0
2025-10-22,1629.T,exit,sell,1.4423076923076923,103450.0,149206.73076923078,10.0,149.20673076923077
2025-10-22,1631.T,entry,buy,6.048387096774194,24800.0,150000.0,10.0,150.0
2025-10-22,1631.T,exit,sell,6.048387096774194,24665.0,149183.46774193548,10.0,149.1834677419355
