trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-10-02,1617.T,entry,buy,3.7220843672456576,40300.0,150000.0,10.0,150.0
2025-10-02,1617.T,exit,sell,3.7220843672456576,39200.0,145905.70719602978,10.0,145.9057071960298
2025-10-02,1621.T,entry,buy,5.583472920156337,26865.0,150000.0,10.0,150.0
2025-10-02,1621.T,exit,sell,5.583472920156337,26835.0,149832.49581239533,10.0,149.83249581239534
2025-10-02,1627.T,entry,buy,15.073861923424781,9951.0,150000.0,10.0,150.0
2025-10-02,1627.T,exit,sell,15.073861923424781,9742.0,146849.5628580042,10.0,146.84956285800422
2025-10-02,1630.T,entry,buy,4.420866489832007,33930.0,150000.0,10.0,150.0
2025-10-02,1630.T,exit,sell,4.420866489832007,33140.0,146507.51547303272,10.0,146.50751547303273
2025-10-02,1633.T,entry,buy,3.209929381553606,46730.0,150000.0,10.0,150.0
2025-10-02,1633.T,exit,sell,3.209929381553606,46160.0,148170.34025251443,10.0,148.17034025251445
