trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-09-16,1617.T,entry,buy,3.749062734316421,40010.0,150000.0,10.0,150.0
2025-09-16,1617.T,exit,sell,3.749062734316421,40250.0,150899.77505623593,10.0,150.89977505623594
2025-09-16,1621.T,entry,buy,5.55247084952804,27015.0,150000.0,10.0,150.0
2025-09-16,1621.T,exit,sell,5.55247084952804,26990.0,149861.1882287618,10.0,149.8611882287618
2025-09-16,1627.T,entry,buy,14.245014245014245,10530.0,150000.0,10.0,150.0
2025-09-16,1627.T,exit,sell,14.245014245014245,10525.0,149928.77492877492,10.0,149.9287749287749
2025-09-16,1630.T,entry,buy,4.261363636363637,35200.0,150000.0,10.0,150.0
2025-09-16,1630.T,exit,sell,4.261363636363637,34790.0,148252.8409090909,10.0,148.2528409090909
2025-09-16,1633.T,entry,buy,3.1380753138075312,47800.0,150000.0,10.0,150.0
2025-09-16,1633.T,exit,sell,3.1380753138075312,47670.0,149592.05020920502,10.0,149.592050209205
