date,ticker,fill_type,side,qty,mid_price,assumed_price,cost_bps
2025-09-16,1617.T,open,BUY,3.745317416899522,40010.0,40050.009999999995,10.0
2025-09-16,1617.T,close,SELL,3.745317416899522,40250.0,40209.75,10.0
2025-09-16,1621.T,open,BUY,5.546923925602439,27015.0,27042.014999999996,10.0
2025-09-16,1621.T,close,SELL,5.546923925602439,26990.0,26963.01,10.0
2025-09-16,1627.T,open,BUY,14.230783461552694,10530.0,10540.529999999999,10.0
2025-09-16,1627.T,close,SELL,14.230783461552694,10525.0,10514.475,10.0
2025-09-16,1630.T,open,BUY,4.257106529833803,35200.0,35235.2,10.0
2025-09-16,1630.T,close,SELL,4.257106529833803,34790.0,34755.21,10.0
2025-09-16,1633.T,open,BUY,3.1349403734340977,47800.0,47847.799999999996,10.0
2025-09-16,1633.T,close,SELL,3.1349403734340977,47670.0,47622.33,10.0
