trade_date,ticker,target_weight,target_notional_jpy,side,entry_price,exit_price,expected_oc_return
2025-11-20,1618.T,0.15,150000.0,long,28350.0,28190.0,-0.005643738977072266
2025-11-20,1623.T,0.15,150000.0,long,43740.0,43830.0,0.002057613168724215
2025-11-20,1625.T,0.15,150000.0,long,48310.0,48290.0,-0.0004139929621196359
2025-11-20,1629.T,0.15,150000.0,long,106800.0,105300.0,-0.014044943820224698
2025-11-20,1631.T,0.15,150000.0,long,25960.0,25705.0,-0.009822804314329692
