trade_date,legacy_net_return,canonical_net_return,net_return_diff,net_return_diff_bps,legacy_gross_exposure,canonical_gross_exposure,legacy_cost_return,canonical_cost_return,status,notes,tolerance_net_return_bps,within_tolerance,diagnostics
2025-09-22,-0.0067130627918254,-0.0067197758546174,-6.713062792000103e-06,-0.06713062792000103,0.75,0.75,-0.0014932817174269,-0.0014947749991445,PASS,Legacy shadow embeds execution cost into assumed fill prices; canonical_v1 records execution cost as separate cash cost. | Gross return diff: -0.0522 bps; cost return diff: -0.0149 bps.,1.0,True,"{""canonical_borrow_cost_jpy"": 0.0, ""cost_return_diff"": -1.4932817175999664e-06, ""cost_return_diff_bps"": -0.014932817175999664, ""gross_return_diff"": -5.219781074399486e-06, ""gross_return_diff_bps"": -0.05219781074399486, ""legacy_borrow_pnl_jpy"": 0.0}"
