date,gross_return,net_return,cost_return,gross_pnl_jpy,net_pnl_jpy,cost_pnl_jpy,borrow_pnl_jpy,cumulative_return
2025-09-22,-0.005219781074398501,-0.006713062791825461,-0.0014932817174269594,-5219.781074398501,-6713.06279182546,-1493.2817174269594,0.0,0.9932869372081745
