date,ticker,fill_type,side,qty,mid_price,assumed_price,cost_bps
2025-09-10,1617.T,open,BUY,3.7266886309413043,40210.0,40250.21,10.0
2025-09-10,1617.T,close,SELL,3.7266886309413043,40290.0,40249.71,10.0
2025-09-10,1621.T,open,BUY,5.481988287914756,27335.0,27362.334999999995,10.0
2025-09-10,1621.T,close,SELL,5.481988287914756,27090.0,27062.91,10.0
2025-09-10,1627.T,open,BUY,14.499288809883877,10335.0,10345.335,10.0
2025-09-10,1627.T,close,SELL,14.499288809883877,10415.0,10404.585,10.0
2025-09-10,1630.T,open,BUY,4.2655892357002525,35130.0,35165.13,10.0
2025-09-10,1630.T,close,SELL,4.2655892357002525,35040.0,35004.96,10.0
2025-09-10,1633.T,open,BUY,3.1369091448639286,47770.0,47817.77,10.0
2025-09-10,1633.T,close,SELL,3.1369091448639286,47990.0,47942.01,10.0
