date,ticker,fill_type,side,qty,mid_price,assumed_price,cost_bps
2025-11-12,1617.T,open,BUY,3.685443921548201,40660.0,40700.659999999996,10.0
2025-11-12,1617.T,close,SELL,3.685443921548201,41410.0,41368.59,10.0
2025-11-12,1627.T,open,BUY,13.202656374462544,11350.0,11361.349999999999,10.0
2025-11-12,1627.T,close,SELL,13.202656374462544,11330.0,11318.67,10.0
2025-11-12,1628.T,open,BUY,7.354608581602448,20375.0,20395.374999999996,10.0
2025-11-12,1628.T,close,SELL,7.354608581602448,20305.0,20284.695,10.0
2025-11-12,1630.T,open,BUY,4.036911364497572,37120.0,37157.119999999995,10.0
2025-11-12,1630.T,close,SELL,4.036911364497572,36780.0,36743.22,10.0
2025-11-12,1633.T,open,BUY,3.071958791515988,48780.0,48828.77999999999,10.0
2025-11-12,1633.T,close,SELL,3.071958791515988,49150.0,49100.85,10.0
