trade_date,ticker,leg,side,quantity,price,notional_jpy,cost_bps,cost_jpy
2025-08-28,1618.T,entry,buy,6.461339651087659,23215.0,150000.0,10.0,150.0
2025-08-28,1618.T,exit,sell,6.461339651087659,23720.0,153262.97652379927,10.0,153.26297652379927
2025-08-28,1623.T,entry,buy,4.447079750963534,33730.0,150000.0,10.0,150.0
2025-08-28,1623.T,exit,sell,4.447079750963534,34290.0,152490.36466053958,10.0,152.49036466053957
2025-08-28,1625.T,entry,buy,3.7267080745341614,40250.0,150000.0,10.0,150.0
2025-08-28,1625.T,exit,sell,3.7267080745341614,40540.0,151080.7453416149,10.0,151.08074534161491
2025-08-28,1629.T,entry,buy,1.6042780748663101,93500.0,150000.0,10.0,150.0
2025-08-28,1629.T,exit,sell,1.6042780748663101,95070.0,152518.7165775401,10.0,152.51871657754012
2025-08-28,1631.T,entry,buy,6.256517205422315,23975.0,150000.0,10.0,150.0
2025-08-28,1631.T,exit,sell,6.256517205422315,24195.0,151376.43378519293,10.0,151.37643378519292
